osculum_ID,tracking_num,t,x,y,r,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.87E+00,4.63E-01,2.95E+00,2.99E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.88E+00,5.06E-01,3.08E+00,3.12E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.89E+00,5.47E-01,3.22E+00,3.27E+00,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.89E+00,5.52E-01,3.34E+00,3.39E+00,1.57E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.90E+00,5.99E-01,3.48E+00,3.53E+00,1.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.91E+00,6.35E-01,3.60E+00,3.65E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.92E+00,6.44E-01,3.70E+00,3.75E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.93E+00,6.54E-01,3.84E+00,3.90E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.94E+00,6.67E-01,3.95E+00,4.01E+00,1.45E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.94E+00,7.16E-01,4.08E+00,4.14E+00,1.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.95E+00,7.19E-01,4.23E+00,4.29E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.96E+00,7.33E-01,4.36E+00,4.42E+00,1.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.97E+00,7.26E-01,4.54E+00,4.59E+00,1.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,2,2.98E+00,7.43E-01,4.65E+00,4.71E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.03E+01,6.37E-01,1.82E-01,6.63E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.03E+01,6.19E-01,3.19E-01,6.96E-01,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.28E-01,4.21E-01,7.56E-01,1.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.11E-01,5.23E-01,8.05E-01,1.33E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,5.87E-01,6.39E-01,8.68E-01,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,5.83E-01,7.34E-01,9.37E-01,9.16E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,5.96E-01,7.92E-01,9.91E-01,7.52E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.13E-01,8.56E-01,1.05E+00,1.03E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.31E-01,9.60E-01,1.15E+00,1.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.46E-01,1.06E+00,1.24E+00,9.89E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.47E-01,1.12E+00,1.30E+00,8.45E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.47E-01,1.20E+00,1.36E+00,1.09E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.50E-01,1.31E+00,1.46E+00,1.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.04E+01,6.45E-01,1.40E+00,1.54E+00,1.08E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.42E-01,1.49E+00,1.62E+00,9.52E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.32E-01,1.56E+00,1.68E+00,1.01E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.27E-01,1.65E+00,1.77E+00,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.21E-01,1.76E+00,1.86E+00,1.24E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.30E-01,1.86E+00,1.96E+00,1.17E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.15E-01,1.95E+00,2.05E+00,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.18E-01,2.06E+00,2.15E+00,1.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.29E-01,2.15E+00,2.24E+00,1.15E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.19E-01,2.25E+00,2.33E+00,1.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.06E-01,2.41E+00,2.48E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.09E-01,2.49E+00,2.56E+00,1.03E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.05E+01,6.10E-01,2.58E+00,2.65E+00,1.25E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,6.21E-01,2.70E+00,2.77E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,6.11E-01,2.80E+00,2.86E+00,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,6.00E-01,2.89E+00,2.96E+00,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.90E-01,2.99E+00,3.05E+00,1.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.70E-01,3.09E+00,3.14E+00,1.32E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.84E-01,3.21E+00,3.27E+00,1.10E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.82E-01,3.27E+00,3.32E+00,7.76E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.77E-01,3.34E+00,3.39E+00,7.18E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.77E-01,3.39E+00,3.44E+00,5.34E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,3,1.06E+01,5.69E-01,3.43E+00,3.48E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.29E+01,1.43E+00,1.71E-01,1.44E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.42E+00,2.40E-01,1.44E+00,8.59E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.44E+00,3.14E-01,1.47E+00,1.06E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.45E+00,4.16E-01,1.51E+00,1.03E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.44E+00,4.86E-01,1.52E+00,6.53E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.46E+00,5.24E-01,1.55E+00,8.45E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.48E+00,6.23E-01,1.60E+00,1.14E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.45E+00,7.14E-01,1.62E+00,1.22E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.46E+00,8.26E-01,1.68E+00,1.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.46E+00,9.47E-01,1.74E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.47E+00,1.09E+00,1.83E+00,1.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.51E+00,1.22E+00,1.94E+00,1.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.30E+01,1.54E+00,1.34E+00,2.04E+00,1.52E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.56E+00,1.47E+00,2.14E+00,1.55E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.56E+00,1.60E+00,2.24E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.58E+00,1.75E+00,2.35E+00,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.57E+00,1.88E+00,2.45E+00,1.55E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.59E+00,2.00E+00,2.56E+00,1.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.60E+00,2.13E+00,2.67E+00,1.55E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.62E+00,2.26E+00,2.78E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.64E+00,2.41E+00,2.91E+00,1.42E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.64E+00,2.50E+00,2.99E+00,1.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.65E+00,2.63E+00,3.11E+00,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.67E+00,2.76E+00,3.23E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.31E+01,1.69E+00,2.87E+00,3.33E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.32E+01,1.72E+00,3.00E+00,3.46E+00,1.56E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.32E+01,1.75E+00,3.12E+00,3.58E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.32E+01,1.76E+00,3.25E+00,3.70E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.32E+01,1.75E+00,3.34E+00,3.77E+00,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.32E+01,1.75E+00,3.45E+00,3.87E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,4,1.32E+01,1.76E+00,3.61E+00,4.01E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.19E+00,4.59E-01,1.28E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.18E+00,5.86E-01,1.31E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.16E+00,6.73E-01,1.34E+00,1.24E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.13E+00,7.88E-01,1.38E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.11E+00,9.20E-01,1.44E+00,1.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.11E+00,1.06E+00,1.54E+00,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.11E+00,1.20E+00,1.63E+00,1.56E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.11E+00,1.32E+00,1.72E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.10E+00,1.44E+00,1.81E+00,1.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.12E+00,1.55E+00,1.91E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.13E+00,1.67E+00,2.02E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.41E+01,1.15E+00,1.79E+00,2.12E+00,1.36E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.17E+00,1.90E+00,2.23E+00,1.29E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.19E+00,2.00E+00,2.33E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.21E+00,2.12E+00,2.44E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.24E+00,2.24E+00,2.56E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.26E+00,2.34E+00,2.66E+00,1.16E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.27E+00,2.43E+00,2.74E+00,1.11E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.30E+00,2.52E+00,2.83E+00,1.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.33E+00,2.62E+00,2.94E+00,1.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.34E+00,2.71E+00,3.02E+00,1.29E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.36E+00,2.83E+00,3.14E+00,1.38E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.37E+00,2.94E+00,3.24E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.42E+01,1.37E+00,3.06E+00,3.35E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.43E+01,1.37E+00,3.16E+00,3.44E+00,1.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.43E+01,1.39E+00,3.25E+00,3.54E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.43E+01,1.39E+00,3.37E+00,3.64E+00,1.21E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.43E+01,1.41E+00,3.46E+00,3.73E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O2,5,1.43E+01,1.42E+00,3.58E+00,3.85E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,5.84E-02,-2.35E-01,1.00E+00,1.03E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,6.67E-02,-2.53E-01,1.12E+00,1.14E+00,1.43E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,7.51E-02,-2.80E-01,1.23E+00,1.27E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,8.34E-02,-2.96E-01,1.36E+00,1.39E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,9.18E-02,-3.04E-01,1.47E+00,1.50E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.00E-01,-3.25E-01,1.58E+00,1.61E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.08E-01,-3.38E-01,1.69E+00,1.72E+00,1.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.17E-01,-3.54E-01,1.77E+00,1.81E+00,1.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.25E-01,-3.72E-01,1.89E+00,1.92E+00,1.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.33E-01,-3.86E-01,2.00E+00,2.03E+00,1.22E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.42E-01,-3.89E-01,2.09E+00,2.12E+00,1.25E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.50E-01,-4.07E-01,2.20E+00,2.24E+00,1.46E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.58E-01,-4.65E-01,2.32E+00,2.37E+00,1.36E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.67E-01,-4.77E-01,2.42E+00,2.47E+00,1.34E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.75E-01,-4.98E-01,2.54E+00,2.59E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.84E-01,-5.18E-01,2.67E+00,2.72E+00,1.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,1.92E-01,-5.29E-01,2.77E+00,2.82E+00,1.28E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.00E-01,-5.38E-01,2.88E+00,2.93E+00,1.24E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.09E-01,-5.56E-01,2.98E+00,3.03E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.17E-01,-5.67E-01,3.10E+00,3.15E+00,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.25E-01,-5.80E-01,3.21E+00,3.26E+00,1.42E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.34E-01,-6.08E-01,3.33E+00,3.38E+00,1.47E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.42E-01,-6.03E-01,3.46E+00,3.51E+00,1.46E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.50E-01,-6.10E-01,3.57E+00,3.63E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.59E-01,-6.30E-01,3.70E+00,3.75E+00,1.33E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.67E-01,-6.38E-01,3.79E+00,3.85E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.75E-01,-6.59E-01,3.92E+00,3.97E+00,1.52E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.84E-01,-6.84E-01,4.04E+00,4.10E+00,1.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,2.92E-01,-7.00E-01,4.17E+00,4.23E+00,1.39E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,1,3.00E-01,-7.25E-01,4.27E+00,4.33E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.59E+00,2.34E-01,8.82E-01,9.12E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.60E+00,2.11E-01,9.78E-01,1.00E+00,1.26E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.61E+00,1.97E-01,1.09E+00,1.11E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.62E+00,1.93E-01,1.20E+00,1.21E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.63E+00,1.82E-01,1.30E+00,1.31E+00,1.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.64E+00,1.86E-01,1.40E+00,1.41E+00,1.24E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.64E+00,1.87E-01,1.51E+00,1.52E+00,1.17E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.65E+00,1.98E-01,1.60E+00,1.61E+00,1.25E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.66E+00,2.11E-01,1.71E+00,1.73E+00,1.33E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.67E+00,2.36E-01,1.82E+00,1.83E+00,1.13E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.68E+00,2.41E-01,1.90E+00,1.92E+00,1.11E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.69E+00,2.45E-01,2.00E+00,2.02E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.69E+00,2.51E-01,2.11E+00,2.13E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.70E+00,2.42E-01,2.22E+00,2.23E+00,1.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.71E+00,2.35E-01,2.34E+00,2.35E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.72E+00,2.44E-01,2.44E+00,2.45E+00,1.29E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.73E+00,2.47E-01,2.55E+00,2.57E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.74E+00,2.49E-01,2.65E+00,2.66E+00,1.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.74E+00,2.39E-01,2.75E+00,2.76E+00,1.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.75E+00,2.42E-01,2.85E+00,2.86E+00,1.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.76E+00,2.53E-01,2.96E+00,2.97E+00,1.24E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.77E+00,2.46E-01,3.06E+00,3.07E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.78E+00,2.59E-01,3.18E+00,3.19E+00,1.40E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.79E+00,2.47E-01,3.29E+00,3.30E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.79E+00,2.48E-01,3.42E+00,3.43E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.80E+00,2.43E-01,3.53E+00,3.54E+00,1.39E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.81E+00,2.38E-01,3.65E+00,3.66E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.82E+00,2.30E-01,3.75E+00,3.75E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S35_O3,2,2.83E+00,2.31E-01,3.88E+00,3.89E+00,1.39E+01,lagging edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
